name,stop_id,Category,Location,Sub Location,Description,Sub Description,Item,Finding,On Site Finding,Recommendation,Recommended Value,Deviation,Measure Units,Costing Info,Estimated Cost,Notes,Code Reference,Priority,Progress,Resolution,Projected Completion Date,Actual Completion Date,Actual Cost,Comments,Contractor,Landlord/Owner,Tenant,Both,Assignment,stop_lat,stop_lon,Designated Staff
"GCS117 - East Main Street Across from Humpty Dumpty Kitchen - East Main Street Across from Humpty Dumpty Kitchen
Grass Valley, CA 95945",25039,Pole Stops,Exterior,,"Pole Stop @ 39.234733762388, -121.041542887688",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.234733762388,-121.041542887688,
"GCS118 - Freeman Lane at Grass Valley Municipal Facilities - Freeman Lane at Grass Valley Municipal Facilities
Grass Valley, CA 95945",18974,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,60.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-36.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS118 - Freeman Lane at Grass Valley Municipal Facilities - Freeman Lane at Grass Valley Municipal Facilities
Grass Valley, CA 95945",18976,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,6.40 percent,Provide a compliant cross slope.,Up to 2.08 percent,4.32,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS119 - Freeman Lane at Liberty Motors - Freeman Lane at Liberty Motors
Grass Valley, CA 95945",18977,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,59.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-37.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS120 - Forest Springs Drive at Welsh Lane - Forest Springs Drive at Welsh Lane
Alta Sierra, CA 95949",24857,Pole Stops,Exterior,,"Pole Stop @ 39.157319551354, -121.060141324997",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.157319551354,-121.060141324997,
"GCS120 - Forest Springs Drive at Welsh Lane - Forest Springs Drive at Welsh Lane
Alta Sierra, CA 95949",24856,Pole Stops,Exterior,,"Pole Stop @ 39.157319551354, -121.060141324997",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.157319551354,-121.060141324997,
"GCS121 - Helling Way at Madelyn Helling Library - Helling Way at Madelyn Helling Library
Nevada City, CA 95959",24769,Pole Stops,Exterior,,"Pole Stop @ 39.269943296730, -121.024435758591",,Visibility,The Timetable/Schedule/Map information is not visible from the sidewalk.,Not Visible,Provide Timetable/Schedule/Map information signage that is visible from the sidewalk.,See Recommendation,,,,$158.00,Notes : Timetable Obstucted by Bushes.,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.269943296730,-121.024435758591,
"GCS122 - High Street at Neal Street - High Street at Neal Street
Grass Valley, CA 95945",18949,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,58.50 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-37.50,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS122 - High Street at Neal Street - High Street at Neal Street
Grass Valley, CA 95945",18951,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,4.10 percent,Provide a compliant cross slope.,Up to 2.08 percent,2.02,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS123 - Hughes Road at Lidster Avenue - Hughes Road at Lidster Avenue
Grass Valley, CA 95945",24462,Pole Stops,Exterior,,"Pole Stop @ 39.231093826608, -121.059004068375",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.231093826608,-121.059004068375,
"GCS123 - Hughes Road at Lidster Avenue - Hughes Road at Lidster Avenue
Grass Valley, CA 95945",24461,Pole Stops,Exterior,,"Pole Stop @ 39.231093826608, -121.059004068375",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.231093826608,-121.059004068375,
"GCS124 - Hughes Road at Sierra Cinemas - Hughes Road at Sierra Cinemas
Grass Valley, CA 95945",25043,Benches,Exterior,,"Bench Next to Pole Stop @ 39.227765363908, -121.052995920181",,Clear Floor Space,No clear floor space provided at the bench.,Not Found,Provide compliant clear floor space for the bench at one end.,See Recommendation,,,,"$1,840.00",,"ADA 206, 305, 903.2 ,  CA 11B-206, 305, 903.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.227765363908,-121.052995920181,
"GCS124 - Hughes Road at Sierra Cinemas - Hughes Road at Sierra Cinemas
Grass Valley, CA 95945",24458,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,5.30 percent,Provide a compliant cross slope.,Up to 2.08 percent,3.22,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS124 - Hughes Road at Sierra Cinemas - Hughes Road at Sierra Cinemas
Grass Valley, CA 95945",25042,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,60.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-36.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS125 - Highway 49 Across from Edgewood Road Across from Social Security Administration - Highway 49 Across from Edgewood Road Across from Social Security Administration
Auburn, CA 95604",24951,Pole Stops,Exterior,,"Pole Stop @ 38.920763435102, -121.082210540771",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Sign Inaccessible at Time of Inspection,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.920763435102,-121.082210540771,
"GCS125 - Highway 49 Across from Edgewood Road Across from Social Security Administration - Highway 49 Across from Edgewood Road Across from Social Security Administration
Auburn, CA 95604",24950,Pole Stops,Exterior,,"Pole Stop @ 38.920763435102, -121.082210540771",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,Notes : Sign Inaccessible at Time of Inspection,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.920763435102,-121.082210540771,
"GCS126 - Highway 49 at Cherry Creek Road - Highway 49 at Cherry Creek Road
Grass Valley, CA 95945",24949,Pole Stops,Exterior,,"Pole Stop @ 39.104721924302, -121.085203886032",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.104721924302,-121.085203886032,
"GCS126 - Highway 49 at Cherry Creek Road - Highway 49 at Cherry Creek Road
Grass Valley, CA 95945",24948,Pole Stops,Exterior,,"Pole Stop @ 39.104721924302, -121.085203886032",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.104721924302,-121.085203886032,
"GCS127 - Highway 49 at Clivus Drive - Highway 49 at Clivus Drive
Grass Valley, CA 95945",24946,Pole Stops,Exterior,,"Pole Stop @ 39.066813984370, -121.087564229965",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.066813984370,-121.087564229965,
"GCS127 - Highway 49 at Clivus Drive - Highway 49 at Clivus Drive
Grass Valley, CA 95945",24947,Pole Stops,Exterior,,"Pole Stop @ 39.066813984370, -121.087564229965",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.066813984370,-121.087564229965,
"GCS128 - Highway 49 at Christian Life Way - Highway 49 at Christian Life Way
Highway 49 at Bethel Church Way
La Barr Meadows, CA 95949",24854,Pole Stops,Exterior,,"Pole Stop @ 39.176418074177, -121.054122447968",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.176418074177,-121.054122447968,
"GCS128 - Highway 49 at Christian Life Way - Highway 49 at Christian Life Way
Highway 49 at Bethel Church Way
La Barr Meadows, CA 95949",24855,Pole Stops,Exterior,,"Pole Stop @ 39.176418074177, -121.054122447968",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.176418074177,-121.054122447968,
"GCS129 - Highway 49 at Coyote Street - Highway 49 at Coyote Street
Nevada City, CA 95959",24771,Pole Stops,Exterior,,"Pole Stop @ 39.268826135074, -121.017537117004",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.268826135074,-121.017537117004,
"GCS129 - Highway 49 at Coyote Street - Highway 49 at Coyote Street
Nevada City, CA 95959",24770,Pole Stops,Exterior,,"Pole Stop @ 39.268826135074, -121.017537117004",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.268826135074,-121.017537117004,
"GCS130 - Highway 49 at Dana Court - Highway 49 at Dana Court
Grass Valley, CA 95945",24897,Pole Stops,Exterior,,"Pole Stop @ 39.100509086817, -121.085257530212",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.100509086817,-121.085257530212,
"GCS130 - Highway 49 at Dana Court - Highway 49 at Dana Court
Grass Valley, CA 95945",24899,Pole Stops,Exterior,,Pole Stop,,Accessible Route,The boarding pad/landing area is not located on an accessible route.,Not Compliant,Make sure the boarding pad/landing area is on an accessible route.,See Recommendation,,,,,,"ADA 810.2.3, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS130 - Highway 49 at Dana Court - Highway 49 at Dana Court
Grass Valley, CA 95945",24898,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,2.40 percent,Provide a compliant cross slope.,Up to 2.08 percent,0.32,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS131 - Highway 49 at Dry Creek Road at Arco - Highway 49 at Dry Creek Road at Arco
Auburn, CA 95604",24914,Pole Stops,Exterior,,"Pole Stop @ 38.956388687749, -121.100900173187",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.956388687749,-121.100900173187,
"GCS131 - Highway 49 at Dry Creek Road at Arco - Highway 49 at Dry Creek Road at Arco
Auburn, CA 95604",24915,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,2.40 percent,Provide a compliant cross slope.,Up to 2.08 percent,0.32,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS132 - Highway 49 at Featherlite Trailers - Highway 49 at Featherlite Trailers
La Barr Meadows, CA 95949",24852,Pole Stops,Exterior,,"Pole Stop @ 39.173798156953, -121.053972244263",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.173798156953,-121.053972244263,
"GCS132 - Highway 49 at Featherlite Trailers - Highway 49 at Featherlite Trailers
La Barr Meadows, CA 95949",24853,Pole Stops,Exterior,,Pole Stop,,Accessible Route,The boarding pad/landing area is not located on an accessible route.,Not Compliant,Make sure the boarding pad/landing area is on an accessible route.,See Recommendation,,,,,,"ADA 810.2.3, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS133 - Highway 49 at Florence Lane - Highway 49 at Florence Lane
Auburn, CA 95604",24936,Pole Stops,Exterior,,"Pole Stop @ 38.978227317636, -121.108109951019",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.978227317636,-121.108109951019,
"GCS133 - Highway 49 at Florence Lane - Highway 49 at Florence Lane
Auburn, CA 95604",24937,Pole Stops,Exterior,,"Pole Stop @ 38.978227317636, -121.108109951019",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.978227317636,-121.108109951019,
"GCS134 - Highway 49 at Gautier Road - Highway 49 at Gautier Road
Auburn, CA 95604",24906,Pole Stops,Exterior,,"Pole Stop @ 39.017733279189, -121.101093292236",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.017733279189,-121.101093292236,
"GCS134 - Highway 49 at Gautier Road - Highway 49 at Gautier Road
Auburn, CA 95604",24907,Pole Stops,Exterior,,"Pole Stop @ 39.017733279189, -121.101093292236",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.017733279189,-121.101093292236,
"GCS135 - Highway 49 at Dry Creek Road at Tuff Shed - Highway 49 at Dry Creek Road at Tuff Shed
Auburn, CA 95604",24933,Pole Stops,Exterior,,"Pole Stop @ 38.957273041128, -121.101307868958",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.957273041128,-121.101307868958,
"GCS135 - Highway 49 at Dry Creek Road at Tuff Shed - Highway 49 at Dry Creek Road at Tuff Shed
Auburn, CA 95604",24932,Pole Stops,Exterior,,"Pole Stop @ 38.957273041128, -121.101307868958",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.957273041128,-121.101307868958,
"GCS136 - Highway 49 at Linnet Lane - Highway 49 at Linnet Lane
Auburn, CA 95604",24934,Pole Stops,Exterior,,"Pole Stop @ 39.014107121271, -121.102809906006",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.014107121271,-121.102809906006,
"GCS136 - Highway 49 at Linnet Lane - Highway 49 at Linnet Lane
Auburn, CA 95604",24935,Pole Stops,Exterior,,Pole Stop,,Accessible Route,The boarding pad/landing area is not located on an accessible route.,Not Compliant,Make sure the boarding pad/landing area is on an accessible route.,See Recommendation,,,,,,"ADA 810.2.3, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS137 - Highway 49 at Lone Star Road - Highway 49 at Lone Star Road
Auburn, CA 95604",24910,Pole Stops,Exterior,,"Pole Stop @ 38.996457165048, -121.109397411346",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.996457165048,-121.109397411346,
"GCS137 - Highway 49 at Lone Star Road - Highway 49 at Lone Star Road
Auburn, CA 95604",24911,Pole Stops,Exterior,,"Pole Stop @ 38.996457165048, -121.109397411346",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.996457165048,-121.109397411346,
"GCS138 - Highway 49 at Lorenson Road - Highway 49 at Lorenson Road
Auburn, CA 95604",24913,Pole Stops,Exterior,,"Pole Stop @ 38.978210636761, -121.108710765839",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.978210636761,-121.108710765839,
"GCS138 - Highway 49 at Lorenson Road - Highway 49 at Lorenson Road
Auburn, CA 95604",24912,Pole Stops,Exterior,,"Pole Stop @ 38.978210636761, -121.108710765839",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.978210636761,-121.108710765839,
"GCS139 - Highway 49 at North Bloomfield-Graniteville Road - Highway 49 at North Bloomfield-Graniteville Road
Nevada City, CA 95959",24772,Pole Stops,Exterior,,"Pole Stop @ 39.269183296499, -121.021335124969",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.269183296499,-121.021335124969,
"GCS139 - Highway 49 at North Bloomfield-Graniteville Road - Highway 49 at North Bloomfield-Graniteville Road
Nevada City, CA 95959",24773,Pole Stops,Exterior,,"Pole Stop @ 39.269183296499, -121.021335124969",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.269183296499,-121.021335124969,
"GCS140 - Highway 49 at Oakhurst Drive - Highway 49 at Oakhurst Drive
Auburn, CA 95604",24908,Pole Stops,Exterior,,"Pole Stop @ 39.014315526188, -121.103346347809",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.014315526188,-121.103346347809,
"GCS140 - Highway 49 at Oakhurst Drive - Highway 49 at Oakhurst Drive
Auburn, CA 95604",24909,Pole Stops,Exterior,,Pole Stop,,Accessible Route,The boarding pad/landing area is not located on an accessible route.,Not Compliant,Make sure the boarding pad/landing area is on an accessible route.,See Recommendation,,,,,,"ADA 810.2.3, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS141 - Highway 49 at Pekolee Drive - Highway 49 at Pekolee Drive
Alta Sierra, CA 95949",24850,Pole Stops,Exterior,,"Pole Stop @ 39.124450637892, -121.077800989151",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.124450637892,-121.077800989151,
"GCS141 - Highway 49 at Pekolee Drive - Highway 49 at Pekolee Drive
Alta Sierra, CA 95949",24851,Pole Stops,Exterior,,"Pole Stop @ 39.124450637892, -121.077800989151",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.124450637892,-121.077800989151,
"GCS143 - Highway 49 at Running M Drive - Highway 49 at Running M Drive
Grass Valley, CA 95945",24900,Pole Stops,Exterior,,"Pole Stop @ 39.066872294293, -121.088068485260",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.066872294293,-121.088068485260,
"GCS143 - Highway 49 at Running M Drive - Highway 49 at Running M Drive
Grass Valley, CA 95945",24902,Pole Stops,Exterior,,Pole Stop,,Accessible Route,The boarding pad/landing area is not located on an accessible route.,Not Compliant,Make sure the boarding pad/landing area is on an accessible route.,See Recommendation,,,,,,"ADA 810.2.3, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS143 - Highway 49 at Running M Drive - Highway 49 at Running M Drive
Grass Valley, CA 95945",24901,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,2.70 percent,Provide a compliant cross slope.,Up to 2.08 percent,0.62,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS144 - Highway 49 at Streeter Road - Highway 49 at Streeter Road
Auburn, CA 95603",24903,Pole Stops,Exterior,,"Pole Stop @ 39.034636223167, -121.096994876862",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.034636223167,-121.096994876862,
"GCS144 - Highway 49 at Streeter Road - Highway 49 at Streeter Road
Auburn, CA 95603",24905,Pole Stops,Exterior,,Pole Stop,,Accessible Route,The boarding pad/landing area is not located on an accessible route.,Not Compliant,Make sure the boarding pad/landing area is on an accessible route.,See Recommendation,,,,,,"ADA 810.2.3, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS144 - Highway 49 at Streeter Road - Highway 49 at Streeter Road
Auburn, CA 95603",24904,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,3.10 percent,Provide a compliant cross slope.,Up to 2.08 percent,1.02,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS145 - Highway 49 at Travertine Court - Highway 49 at Travertine Court
Alta Sierra, CA 95949",24849,Pole Stops,Exterior,,"Pole Stop @ 39.124409021947, -121.078283786774",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.124409021947,-121.078283786774,
"GCS145 - Highway 49 at Travertine Court - Highway 49 at Travertine Court
Alta Sierra, CA 95949",24848,Pole Stops,Exterior,,"Pole Stop @ 39.124409021947, -121.078283786774",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.124409021947,-121.078283786774,
"GCS147 - Joerschke Drive Across from Maltman Drive - Joerschke Drive Across from Maltman Drive
Grass Valley, CA 95945",24623,Pole Stops,Exterior,,"Pole Stop @ 39.233009387125, -121.040663123131",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Location Per Cnts.Routematch.Com,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.233009387125,-121.040663123131,
